Plant 1,Plant 2,Similarity Score
"Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)",0.9031349322457806
"Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)","Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae",0.9101786417848085
"Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)","Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae",0.90303227220735
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)",0.9031349322457806
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae",0.9422857113601806
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae",0.9481022906334912
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Basil (Benin) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9186521957335164
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Basil (Bhutan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9166827336366516
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Basil (China) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9310672842169158
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Basil (Denmark) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9178043674628752
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9228912938105588
"Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae",0.9398339145660572
"Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)",0.9101786417848085
"Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)",0.9422857113601806
"Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae",0.9505011347084448
"Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Basil (China) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9125152680806076
"Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae",0.9223043208503362
"Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)",0.9481022906334912
"Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae",0.9505011347084448
"Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Basil (Benin) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9099313803478384
"Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Basil (Bhutan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9104432020126888
