Plant 1,Plant 2,Similarity Score
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.952430171881625
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9043713603104396
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9689504729211073
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9029646706742342
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9043713603104396
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9544754497057212
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9477852150368544
"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Clausena heptaphylla leaf (India) 1b - Clausena heptaphylla W&A, fam. Rutaceae",0.940060685966078
"Anise (Egypt) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Star anise (China) 2 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)",0.9152996062700652
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.952430171881625
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.954464488975247
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9191255296210008
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9402666228134646
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9115046107393424
"Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Clausena heptaphylla leaf (India) 1b - Clausena heptaphylla W&A, fam. Rutaceae",0.9527979623819106
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9043713603104396
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9197889776230708
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9398726897469049
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9311608410182975
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9120164376325924
"Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9006552995324318
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9689504729211073
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.954464488975247
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9197889776230708
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9189330467154077
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9197889776230708
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9674700106803336
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9500325356737948
"Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Clausena heptaphylla leaf (India) 1b - Clausena heptaphylla W&A, fam. Rutaceae",0.9281977117551516
"Anise (Turkey) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9029886078633224
"Anise (Turkey) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9043300223087414
"Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9029646706742342
"Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9191255296210008
"Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9189330467154077
"Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9114863936898604
"Anise seed 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9029886078633224
"Anise seed 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9159751043290576
"Anise seed 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Star anise (China, Shangyou) 4 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)",0.9063335938806094
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9043713603104396
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9398726897469049
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9197889776230708
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9311608410182975
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9120164376325924
"Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9006552995324318
"Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9544754497057212
"Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9402666228134646
"Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9311608410182975
"Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.9674700106803336
