Plant 1,Plant 2,Similarity Score
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Italy) 1 - Citrus clementina Hort. ex Tan., (C. deliciosa Ten. var. Clementina)",0.95365626760603
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Italy) 2 - Citrus clementina Hort. ex Tan., (C. deliciosa Ten. var. Clementina)",0.9466217454152354
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Italy) 3a - Citrus clementina Hort. ex Tan., cultivar Oroval, fam. Rutaceae",0.9146254919713488
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Italy) 3b - Citrus clementina Hort. ex Tan., cultivar Monreal, fam. Rutaceae",0.9356176479417152
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Italy) 4 - Citrus clementina Hort. ex Tan., fam. Rutaceae",0.9159774148053288
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Clementine (Uruguay) 1a - Citrus clementina Hort. ex Tan., cultivar Nules, fam. Rutaceae",0.910610769013762
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Brazil) - Citrus paradisi Macfayden, fam. Rutaceae",0.9184652503868468
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Israel) 2 - Citrus paradisi Macfayden, fam. Rutaceae",0.9238865170018166
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Italy) 1 - Citrus paradisi Macfayden, fam. Rutaceae",0.91449316648221
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Italy) 4a - Citrus paradisi Macfayden, fam. Rutaceae",0.9461338596186868
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Italy) 5a Marsh seedless - Citrus paradisi MacFayden, cultivar Marsh seedless, fam. Rutaceae",0.9128145734083538
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Grapefruit (Italy) 5b Red Blush - Citrus paradisi MacFayden, cultivar Red Blush, fam. Rutaceae",0.91878351006797
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Mandarin (Japan) 2b Orlando - Citrus deliciosa Tenore cv. Orlando (C. reticulata Blanco), fam. Rutaceae",0.9586991931148892
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Mandarin (Uruguay) 1 - Citrus deliciosa Tenore cv. Malaquina, fam Rutaceae",0.9483643633946064
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Mandarin (Uruguay) 3 - Citrus deliciosa Tenore cv. Nova (C. reticulata Blanco), fam. Rutaceae",0.9141678400489645
"Citrus lumia 1a Poire du Commandeur - Citrus lumia Risso & Poit., cultivar Poire du Commandeur, fam. Rutaceae","Orange, bitter (China) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.9624855840875662
