Plant 1,Plant 2,Similarity Score
"Melaleuca parviflora - Melaleuca parviflora Link., fam. Myrtaceae","Tea Tree (Australia)  6 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.902153462278862
"Tea Tree (Australia)  3 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia)  6 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9260097588143308
"Tea Tree (Australia)  6 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Melaleuca parviflora - Melaleuca parviflora Link., fam. Myrtaceae",0.902153462278862
"Tea Tree (Australia)  6 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia)  3 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9260097588143308
"Tea Tree (Australia)  7 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 13 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9093049871688405
"Tea Tree (Australia) 11 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 12 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9184022947299528
"Tea Tree (Australia) 11 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 14 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9121891851188504
"Tea Tree (Australia) 12 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 11 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9184022947299528
"Tea Tree (Australia) 13 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia)  7 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9093049871688405
"Tea Tree (Australia) 13 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 14 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.922318042569933
"Tea Tree (Australia) 14 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 11 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.9121891851188504
"Tea Tree (Australia) 14 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae","Tea Tree (Australia) 13 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae",0.922318042569933
