Plant 1,Plant 2,Similarity Score
"Bitter orange leaf (Petitgrain) (Japan) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Mentha citrata (Bergamot mint) (Argentina) 2b - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)",0.9126021275674208
"Bitter orange leaf (Petitgrain) (Spain) 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (USA) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.9421292042161176
"Bitter orange leaf (Petitgrain) (USA) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (Spain) 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.9421292042161176
"Lavandin (Argentina) Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (USA) 2 Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.9023936273704318
"Lavandin (France) (Super) - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavender (France) 7 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.9059426887636944
"Lavandin (USA) 2 Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (Argentina) Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.9023936273704318
"Lavender (Algeria) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",Lavender (USA) (var. Maillette) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Maillette cultivar),0.9147950414427132
"Lavender (Bulgaria) 2 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Ukraine) - Lavandula angustifolia Mill., (L. officinalis Chaix), fam. Lamiaceae",0.9184472298935064
"Lavender (France) 7 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavandin (France) (Super) - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.9059426887636944
Lavender (USA) (var. Maillette) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Maillette cultivar),"Lavender (Algeria) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.9147950414427132
"Lavender (Ukraine) - Lavandula angustifolia Mill., (L. officinalis Chaix), fam. Lamiaceae","Lavender (Bulgaria) 2 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.9184472298935064
"Lavender 1a calyx - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 1c flower spike - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",0.933176016257047
"Lavender 1a calyx - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Mentha citrata (Bergamot mint) (Argentina) 2b - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)",0.9235260393114828
"Lavender 1c flower spike - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 1a calyx - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",0.933176016257047
"Mentha citrata (Bergamot mint) (Argentina) 2b - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Bitter orange leaf (Petitgrain) (Japan) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.9126021275674208
"Mentha citrata (Bergamot mint) (Argentina) 2b - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Lavender 1a calyx - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",0.9235260393114828
