Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_875,BitInterpretations,Concentration
Artemisia chamaemelifolia,1,DOI:10.1590/S0102-695X2013000600002,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.163
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(2, 'C', 1, 'ccc')]",0.2
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.131
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.223
Thymus quinquecostatus,1,DOI:10.1007/BF02973874,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.1123
Thymus mongolicus,1,DOI:10.3390/molecules26020307,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.512
Saturiea hortensis,1,DOI:10.22037/afb.v1i1.7134,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.5715
Satureja hortensis,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.5715
Origanum vulgare,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.2925
Origanum syriacum,1,DOI:10.4103/japtr.japtr_106_21,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.883
Origanum onites,1,DOI:10.1016/j.foodcont.2009.07.016,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.75
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.221
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.41
Lippia graveolens,1,DOI:10.3390/pathogens12101245,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.165
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.1325
Corydothymus capitatus,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.736
Coridothymus capitatus,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(3, 'C', 1, 'ccc')]",0.736
Artemisia scoparia,1,DOI:10.1177/1934578X20915034,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(7, 'C', 1, 'ccc')]",0.3
Cinnamomum zeylanicum,1,10.1007/s10068-017-0241-9,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(7, 'C', 1, 'ccc')]",0.1335
Pimenta dioica,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(7, 'C', 1, 'ccc')]",0.87
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(7, 'C', 1, 'ccc')]",0.527
Piper betle,1,DOI:10.12982/VIS.2022.042,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(6, 'C', 1, 'ccc')]",0.6356
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(7, 'C', 1, 'ccc')]",0.2
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(6, 'C', 1, 'ccc')]",0.643
Piper betle,1,DOI:10.12982/VIS.2022.042,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(6, 'C', 1, 'ccc')]",0.1868
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(6, 'C', 1, 'ccc')]",0.205
