Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1750,BitInterpretations,Concentration
Illicium verum,0,DOI:10.2174/1874944501508010030,CC=CC1=CC=C(C=C1)OC,(E)-Anethole,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (7, 'C', 1, 'ccc'), (8, 'C', 1, 'ccc')]",0.827
Foeniculum vulgare,1,DOI:10.1186/s12941-020-00371-1,CC=CC1=CC=C(C=C1)OC,(E)-Anethole,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (7, 'C', 1, 'ccc'), (8, 'C', 1, 'ccc')]",0.7604
Elaeagnus angustifolia,1,DOI:10.3390/molecules25092021,C1=CC=C(C=C1)CCO,2-Phenylethanol,1,"[(2, 'C', 1, 'ccc'), (4, 'C', 1, 'ccc')]",0.0935
Mimusops elengi,1,DOI:10.3389/fvets.2023.1188752,C1=CC=C(C=C1)CCO,2-Phenylethanol,1,"[(5, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.378
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.2
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.131
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.221
Lippia graveolens,1,DOI:10.3390/pathogens12101245,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.165
Origanum onites,1,DOI:10.1016/j.foodcont.2009.07.016,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.75
Origanum syriacum,1,DOI:10.4103/japtr.japtr_106_21,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.883
Origanum vulgare,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.2925
Satureja hortensis,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.5715
Thymus quinquecostatus,1,DOI:10.1007/BF02973874,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1123
Saturiea hortensis,1,DOI:10.22037/afb.v1i1.7134,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.5715
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.223
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.41
Thymus mongolicus,1,DOI:10.3390/molecules26020307,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.512
