Plant 1,Plant 2,Similarity Score
"Geranium (Egypt) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 3 - Pelargonium graveolens L'Herti. ex Aiton, fam. Geraniaceae",0.9049736280493168
"Geranium (India)  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.959615921943431
"Geranium (Morocco) 3 - Pelargonium graveolens L'Herti. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9049736280493168
"Geranium 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9997949201128356
"Geranium, Bourbon  1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9639654154595422
"Geranium, Bourbon  2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9206544883838929
"Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9206544883838929
"Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9178154027269614
"Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9192558006542056
"Geranium, Bourbon  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.959615921943431
"Geranium, Bourbon  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9639654154595422
"Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9178154027269614
"Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9068521825639396
"Geranium, Bourbon  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9997949201128356
"Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9192558006542056
"Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9068521825639396
