Plant 1,Plant 2,Similarity Score
"Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9325018293483808
"Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.954953472001962
"Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9375445838628936
"Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9482470064649758
"Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9325018293483808
"Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9631271463485716
"Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9447375224328984
"Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9125525847363828
"Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9209765154454634
"Caraway seed (The Netherlands) 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 4b hydrodistilled - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9302630378273952
"Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.954953472001962
"Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9631271463485716
"Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9097426347762162
"Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9417128970907848
"Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9530840601258436
"Caraway seed 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9447375224328984
"Caraway seed 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9097426347762162
"Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9375445838628936
"Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9125525847363828
"Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9417128970907848
"Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.95940132690142
"Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (France) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9482470064649758
"Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (Israel) - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9209765154454634
"Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 2 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9530840601258436
"Caraway seed 4a CO2-extract - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed 3 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.95940132690142
"Caraway seed 4b hydrodistilled - Carum carvi L., fam. Apiaceae (Umbelliferae)","Caraway seed (The Netherlands) 1 - Carum carvi L., fam. Apiaceae (Umbelliferae)",0.9302630378273952
