Plant 1,Plant 2,Similarity Score
"Cinnamomum impressinervium - Cinnamomum impressinervium Meissn., fam. Lauraceae","Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.908805473205154
"Cinnamomum impressinervium - Cinnamomum impressinervium Meissn., fam. Lauraceae","Ocimum gratissimum (India) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9197086312684426
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9306654621084136
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9654544488755804
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Clove leaf (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.938490142713862
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Clove leaf (Indonesia) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.962965903073458
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae",Clove stem - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.9188990297533732
"Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Ocimum gratissimum (China) 4 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9566798364109632
"Cinnamon leaf (Cameroon) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9233792011866868
"Cinnamon leaf (China) 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9126836251105714
"Cinnamon leaf (India) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Cameroon) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9233792011866868
"Cinnamon leaf (India) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9089089831846028
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamomum impressinervium - Cinnamomum impressinervium Meissn., fam. Lauraceae",0.908805473205154
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae",0.9306654621084136
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9495673056093232
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9101462949702698
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Clove leaf (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.9225011714766034
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Clove leaf (Indonesia) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.925339902941153
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",Clove stem - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.9402208071723058
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Ocimum gratissimum (China) 4 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9107031815460608
"Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Ocimum gratissimum (India) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9085260978770732
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae",0.9654544488755804
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9495673056093232
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Clove leaf (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.946812320517514
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Clove leaf (Indonesia) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.9659058700592834
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",Clove stem - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.9418731048033714
"Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Ocimum gratissimum (China) 4 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9513626402101404
"Cinnamon leaf (Seychelles) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Sri Lanka) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9177764334756332
"Cinnamon leaf (Sri Lanka) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Seychelles) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9177764334756332
"Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (China) 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9126836251105714
"Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9089089831846028
"Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.9101462949702698
"Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Ocimum gratissimum (India) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.9118923965154536
