Plant 1,Plant 2,Similarity Score
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae",0.9062485357152572
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Ambrette seed absolute - Hibiscus abelmoschus L. (Abelmoschus moschatus Moench), fam. Malvaceae",0.9102066231437718
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Chicory root, roasted 1a - Cichorium intybus L., fam. Asteraceae (Compositae)",0.90929784331487
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Lavandula luisieri (Chemotype B) - Lavandula luisieri L., Chemotype B, fam. Lamiaceae (Labiatae)",0.9231471045992288
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Lippia scaberrima (South Africa) 1b - Lippia scaberrima Sond., fam. Verbenaceae (local: Beukesbossie)",0.936759678064339
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Nutmeg 5a - Myristica fragrans Houtt., fam. Myristicaceae",0.9323736649154356
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Nutmeg 5b - Myristica fragrans Houtt., fam. Myristicaceae",0.9271647143072898
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Oakmoss (Yugoslavia) 1 - Evernia prunastri (L.) Ach., fam. Usneaceae",0.9078513279784008
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Osmanthus concentrate 1 (Sukhumi-Abkhasia) - Osmanthus fragrans (Thunb.) Lour., fam. Oleaceae",0.9080559560261272
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Pelargonium reniforme - Pelargonium reniforme Curt., fam. Geraniaceae",0.9124447271828506
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Pteronia incana 2 - Pteronia incana, fam. Asteraceae (Compositae)",0.9050862375626116
"Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Treemoss concrete - Evernia ssp., fam. Usneaceae",0.9163945155191684
"Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae",0.9062485357152572
"Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Chicory root, roasted 1a - Cichorium intybus L., fam. Asteraceae (Compositae)",0.9032006260880744
"Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Lippia scaberrima (South Africa) 1b - Lippia scaberrima Sond., fam. Verbenaceae (local: Beukesbossie)",0.9099433572112507
"Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Nutmeg 5a - Myristica fragrans Houtt., fam. Myristicaceae",0.9068110425596244
"Agarwood smoke 2 - Aquilaria agallocha Roxb., fam. Thymelaeaceae","Nutmeg 5b - Myristica fragrans Houtt., fam. Myristicaceae",0.9029647515910167
"Ambrette seed absolute - Hibiscus abelmoschus L. (Abelmoschus moschatus Moench), fam. Malvaceae","Agarwood 1 - Aquilaria agallocha Roxb., fam. Thymelaeaceae",0.9102066231437718
